Código IBGE,Ente Devedor,Estado,Regime Atual,CAPAG STN,REPASSE ATUAL (%),RCL ANUAL (2024),RCL 1/12,ESTOQUE/RCL EX ANTERIOR (%),REPASSE CONSERVADOR (%),TETO REPASSE CONSERVADOR (R$),"REPASSE COM PEC 66 (%)
 1% A 5%",TETO REPASSE PEC 66 (R$)
4120002,Porecatu,PR,especial,C,"20,75%","R$ 65.466.662,23","R$ 5.455.555,19","0,00%","1,00%","R$ 654.666,62","1,00%","R$ 654.666,62"
4116208,Morretes,PR,especial,n.d.,"7,13%","R$ 93.874.839,66","R$ 7.822.903,31","0,00%","1,00%","R$ 938.748,40","1,00%","R$ 938.748,40"
4108007,Florestópolis,PR,especial,C,5%,"R$ 59.630.540,98","R$ 4.969.211,75","0,00%","1,00%","R$ 596.305,41","1,00%","R$ 596.305,41"
4204608,Criciúma,SC,Especial,,"2,34%","R$ 1.294.445.542,00","R$ 107.870.461,83","0,00%","1,00%","R$ 12.944.455,42","1,00%","R$ 12.944.455,42"
4103107,Bocaiúva do Sul,PR,geral,C,,"R$ 67.672.959,40","R$ 5.639.413,28","0,00%","1,00%","R$ 676.729,59","1,00%","R$ 676.729,59"
4108304,Foz do Iguaçu,PR,especial,B,"3,82%","R$ 1.773.951.548,64","R$ 147.829.295,72","0,00%","1,00%","R$ 17.739.515,49","1,00%","R$ 17.739.515,49"
4201406,Araranguá,SC,Especial,,"3,03%","R$ 332.077.373,50","R$ 27.673.114,46","0,00%","1,00%","R$ 3.320.773,74","1,00%","R$ 3.320.773,74"
4208807,Jaguaruna,SC,Especial,,"3,37%","R$ 124.080.820,80","R$ 10.340.068,40","0,00%","1,00%","R$ 1.240.808,21","1,00%","R$ 1.240.808,21"
4108403,Francisco Beltrão,PR,geral,C,,"R$ 513.138.904,78","R$ 42.761.575,40","0,00%","1,00%","R$ 5.131.389,05","1,00%","R$ 5.131.389,05"
4111209,Itapejara d'Oeste,PR,geral,A,,"R$ 76.658.987,41","R$ 6.388.248,95","0,00%","1,00%","R$ 766.589,87","1,00%","R$ 766.589,87"
4205506,Fraiburgo,SC,Geral,,,"R$ 230.483.777,00","R$ 19.206.981,42","0,00%","1,00%","R$ 2.304.837,77","1,00%","R$ 2.304.837,77"
4127700,Toledo,PR,especial,A,"3,42%","R$ 878.009.741,01","R$ 73.167.478,42","0,00%","1,00%","R$ 8.780.097,41","1,00%","R$ 8.780.097,41"
4110706,Irati,PR,geral,B,,"R$ 260.839.556,42","R$ 21.736.629,70","0,00%","1,00%","R$ 2.608.395,56","1,00%","R$ 2.608.395,56"
4107751,Figueira,PR,especial,A,1%,"R$ 38.492.095,76","R$ 3.207.674,65","0,00%","1,00%","R$ 384.920,96","1,00%","R$ 384.920,96"
4118501,Pato Branco,PR,especial,C,"2,30%","R$ 564.647.880,37","R$ 47.053.990,03","0,00%","1,00%","R$ 5.646.478,80","1,00%","R$ 5.646.478,80"
4115507,Marumbi,PR,geral,n.d.,,"R$ 35.249.975,91","R$ 2.937.497,99","0,00%","1,00%","R$ 352.499,76","1,00%","R$ 352.499,76"
4107504,Engenheiro Beltrão,PR,especial,n.d.,"2,26%","R$ 72.139.474,51","R$ 6.011.622,88","0,00%","1,00%","R$ 721.394,75","1,00%","R$ 721.394,75"
4109906,Icaraíma,PR,geral,C,,"R$ 53.313.272,74","R$ 4.442.772,73","0,00%","1,00%","R$ 533.132,73","1,00%","R$ 533.132,73"
4128203,União da Vitória,PR,especial,C,"2,23%","R$ 270.628.457,90","R$ 22.552.371,49","0,00%","1,00%","R$ 2.706.284,58","1,00%","R$ 2.706.284,58"
4111506,Ivaiporã,PR,geral,B,,"R$ 155.418.786,25","R$ 12.951.565,52","0,00%","1,00%","R$ 1.554.187,86","1,00%","R$ 1.554.187,86"
4122206,Rio Branco do Sul,PR,especial,C,"2,81%","R$ 189.287.173,36","R$ 15.773.931,11","0,00%","1,00%","R$ 1.892.871,73","1,00%","R$ 1.892.871,73"
4118105,Paranacity,PR,geral,C,,"R$ 57.460.020,56","R$ 4.788.335,05","0,00%","1,00%","R$ 574.600,21","1,00%","R$ 574.600,21"
4101606,Arapoti,PR,geral,A,,"R$ 162.599.955,15","R$ 13.549.996,26","0,00%","1,00%","R$ 1.625.999,55","1,00%","R$ 1.625.999,55"
4126702,Tamboara,PR,especial,A,"2,30%","R$ 34.908.816,33","R$ 2.909.068,03","0,00%","1,00%","R$ 349.088,16","1,00%","R$ 349.088,16"
4215679,Santa Terezinha,SC,Geral,,,"R$ 51.465.383,38","R$ 4.288.781,95","0,00%","1,00%","R$ 514.653,83","1,00%","R$ 514.653,83"
4101408,Apucarana,PR,especial,n.d.,"2,56%","R$ 635.124.619,96","R$ 52.927.051,66","0,00%","1,00%","R$ 6.351.246,20","1,00%","R$ 6.351.246,20"
4204558,Correia Pinto,SC,Especial,,"1,67%","R$ 105.220.011,10","R$ 8.768.334,26","0,00%","1,00%","R$ 1.052.200,11","1,00%","R$ 1.052.200,11"
4128807,Xambrê,PR,especial,n.d.,"2,45%","R$ 46.771.809,79","R$ 3.897.650,82","0,00%","1,00%","R$ 467.718,10","1,00%","R$ 467.718,10"
4113908,Mallet,PR,especial,C,"2,08%","R$ 76.724.353,71","R$ 6.393.696,14","0,00%","1,00%","R$ 767.243,54","1,00%","R$ 767.243,54"
4101200,Antonina,PR,especial,C,"1,92%","R$ 130.395.686,96","R$ 10.866.307,25","0,00%","1,00%","R$ 1.303.956,87","1,00%","R$ 1.303.956,87"
4123105,Santa Amélia,PR,especial,A,1%,"R$ 28.937.021,15","R$ 2.411.418,43","0,00%","1,00%","R$ 289.370,21","1,00%","R$ 289.370,21"
4125209,São Jorge d'Oeste,PR,especial,A,"2,27%","R$ 76.679.513,99","R$ 6.389.959,50","0,00%","1,00%","R$ 766.795,14","1,00%","R$ 766.795,14"
4128401,Uraí,PR,especial,A,"1,96%","R$ 50.911.058,81","R$ 4.242.588,23","0,00%","1,00%","R$ 509.110,59","1,00%","R$ 509.110,59"
4126108,São Tomé,PR,especial,C,"1,86%","R$ 38.947.433,08","R$ 3.245.619,42","0,00%","1,00%","R$ 389.474,33","1,00%","R$ 389.474,33"
4109500,Guaraqueçaba,PR,geral,A,,"R$ 46.130.906,14","R$ 3.844.242,18","0,00%","1,00%","R$ 461.309,06","1,00%","R$ 461.309,06"
4107603,Faxinal,PR,geral,C,,"R$ 92.780.226,34","R$ 7.731.685,53","0,00%","1,00%","R$ 927.802,26","1,00%","R$ 927.802,26"
4112702,Jataizinho,PR,especial,C,"2,03%","R$ 57.899.132,10","R$ 4.824.927,68","0,00%","1,00%","R$ 578.991,32","1,00%","R$ 578.991,32"
4116703,Nova Aurora,PR,geral,n.d.,,"R$ 94.696.838,24","R$ 7.891.403,19","0,00%","1,00%","R$ 946.968,38","1,00%","R$ 946.968,38"
4105201,Cerro Azul,PR,geral,n.d.,,"R$ 27.113.720,48","R$ 2.259.476,71","0,00%","1,00%","R$ 271.137,20","1,00%","R$ 271.137,20"
4121307,Rancho Alegre,PR,especial,C,"3,38%","R$ 29.802.334,38","R$ 2.483.527,87","0,00%","1,00%","R$ 298.023,34","1,00%","R$ 298.023,34"
4103305,Borrazópolis,PR,especial,C,"2,43%","R$ 44.699.570,09","R$ 3.724.964,17","0,00%","1,00%","R$ 446.995,70","1,00%","R$ 446.995,70"
4121752,Reserva do Iguaçu,PR,geral,A,,"R$ 62.466.981,37","R$ 5.205.581,78","0,00%","1,00%","R$ 624.669,81","1,00%","R$ 624.669,81"
4119301,Pinhão,PR,geral,n.e.,,"R$ 61.461.589,18","R$ 5.121.799,10","0,00%","1,00%","R$ 614.615,89","1,00%","R$ 614.615,89"
4118204,Paranaguá,PR,especial,A,"1,91%","R$ 1.091.350.587,01","R$ 90.945.882,25","0,00%","1,00%","R$ 10.913.505,87","1,00%","R$ 10.913.505,87"
4216800,São José do Cerrito,SC,Especial,,"1,70%","R$ 49.772.831,60","R$ 4.147.735,97","0,00%","1,00%","R$ 497.728,32","1,00%","R$ 497.728,32"
4208500,Ituporanga,SC,Especial,,"1,10%","R$ 149.259.299,70","R$ 12.438.274,98","0,00%","1,00%","R$ 1.492.593,00","1,00%","R$ 1.492.593,00"
4203154,Calmon,SC,Geral,,,"R$ 36.663.744,20","R$ 3.055.312,02","0,00%","1,00%","R$ 366.637,44","1,00%","R$ 366.637,44"
4100905,Amaporã,PR,geral,A,,"R$ 38.955.269,52","R$ 3.246.272,46","0,00%","1,00%","R$ 389.552,70","1,00%","R$ 389.552,70"
4100400,Almirante Tamandaré,PR,especial,n.d.,"1,17%","R$ 352.000.082,01","R$ 29.333.340,17","0,00%","1,00%","R$ 3.520.000,82","1,00%","R$ 3.520.000,82"
4113700,Londrina,PR,especial,C,"2,08%","R$ 3.080.756.799,43","R$ 256.729.733,29","0,00%","1,00%","R$ 30.807.567,99","1,00%","R$ 30.807.567,99"
4119905,Ponta Grossa,PR,especial,A,"2,32%","R$ 1.475.838.567,58","R$ 122.986.547,30","0,00%","1,00%","R$ 14.758.385,68","1,00%","R$ 14.758.385,68"
4107702,Fênix,PR,especial,n.e.,"1,63%","R$ 29.978.449,38","R$ 0,00","0,00%","1,00%","R$ 299.784,49","1,00%","R$ 299.784,49"
4100202,Adrianópolis,PR,geral,n.e.,,"R$ 9.560.058,56","R$ 796.671,55","0,00%","1,00%","R$ 95.600,59","1,00%","R$ 95.600,59"
4105904,Colorado,PR,especial,C,"1,37%","R$ 154.459.463,93","R$ 12.871.621,99","0,00%","1,00%","R$ 1.544.594,64","1,00%","R$ 1.544.594,64"
4125001,São João do Ivaí,PR,especial,B,"1,32%","R$ 59.836.743,07","R$ 4.986.395,26","0,00%","1,00%","R$ 598.367,43","1,00%","R$ 598.367,43"
4109401,Guarapuava,PR,especial,B,"1,09%","R$ 822.005.904,75","R$ 68.500.492,06","0,00%","1,00%","R$ 8.220.059,05","1,00%","R$ 8.220.059,05"
4204509,Corupá,SC,Geral,,,"R$ 105.296.125,60","R$ 8.774.677,13","0,00%","1,00%","R$ 1.052.961,26","1,00%","R$ 1.052.961,26"
4103057,Boa Vista da Aparecida,PR,especial,B,"1,37%","R$ 54.051.182,72","R$ 4.504.265,23","0,00%","1,00%","R$ 540.511,83","1,00%","R$ 540.511,83"
4126678,Tamarana,PR,geral,C,,"R$ 76.273.388,28","R$ 6.356.115,69","0,00%","1,00%","R$ 762.733,88","1,00%","R$ 762.733,88"
4101804,Araucária,PR,geral,A,,"R$ 1.528.597.052,17","R$ 127.383.087,68","0,00%","1,00%","R$ 15.285.970,52","1,00%","R$ 15.285.970,52"
4109609,Guaratuba,PR,especial,n.e.,"1,38%","R$ 286.436.660,18","R$ 0,00","0,00%","1,00%","R$ 2.864.366,60","1,00%","R$ 2.864.366,60"
4203709,Canelinha,SC,Geral,,,"R$ 96.746.079,78","R$ 8.062.173,32","0,00%","1,00%","R$ 967.460,80","1,00%","R$ 967.460,80"
4104253,Campo Largo,PR,geral,A,,"R$ 579.189.725,27","R$ 48.265.810,44","0,00%","1,00%","R$ 5.791.897,25","1,00%","R$ 5.791.897,25"
4218707,Tubarão,SC,Especial,,"3,69%","R$ 487.509.381,60","R$ 40.625.781,80","0,00%","1,00%","R$ 4.875.093,82","1,00%","R$ 4.875.093,82"
4123907,Santa Mariana,PR,especial,C,"1,16%","R$ 65.014.899,72","R$ 5.417.908,31","0,00%","1,00%","R$ 650.149,00","1,00%","R$ 650.149,00"
4119400,Piraí do Sul,PR,geral,A,,"R$ 159.644.436,83","R$ 13.303.703,07","0,00%","1,00%","R$ 1.596.444,37","1,00%","R$ 1.596.444,37"
4113254,Laranjal,PR,geral,A,,"R$ 38.101.768,00","R$ 3.175.147,33","0,00%","1,00%","R$ 381.017,68","1,00%","R$ 381.017,68"
4202909,Brusque,SC,Especial,,"1,33%","R$ 963.854.770,70","R$ 80.321.230,89","0,00%","1,00%","R$ 9.638.547,71","1,00%","R$ 9.638.547,71"
4115200,Maringá,PR,geral,A,,"R$ 2.590.949.060,91","R$ 215.912.421,74","0,00%","1,00%","R$ 25.909.490,61","1,00%","R$ 25.909.490,61"
4111803,Jacarezinho,PR,especial,C,"1,53%","R$ 200.157.305,46","R$ 16.679.775,46","0,00%","1,00%","R$ 2.001.573,05","1,00%","R$ 2.001.573,05"
4108700,Grandes Rios,PR,especial,A,"1,61%","R$ 37.746.386,12","R$ 3.145.532,18","0,00%","1,00%","R$ 377.463,86","1,00%","R$ 377.463,86"
4124707,São Jerônimo da Serra,PR,especial,A,"1,41%","R$ 61.884.224,54","R$ 5.157.018,71","0,00%","1,00%","R$ 618.842,25","1,00%","R$ 618.842,25"
4117271,Nova Tebas,PR,especial,A,1%,"R$ 52.647.919,83","R$ 4.387.326,65","0,00%","1,00%","R$ 526.479,20","1,00%","R$ 526.479,20"
4203956,Capivari de Baixo,SC,Especial,,"1,16%","R$ 143.910.160,40","R$ 11.992.513,37","0,00%","1,00%","R$ 1.439.101,60","1,00%","R$ 1.439.101,60"
4211603,Nova Veneza,SC,Geral,,,"R$ 99.927.437,37","R$ 8.327.286,45","0,00%","1,00%","R$ 999.274,37","1,00%","R$ 999.274,37"
4126405,Sertaneja,PR,geral,C,,"R$ 54.241.684,13","R$ 4.520.140,34","0,00%","1,00%","R$ 542.416,84","1,00%","R$ 542.416,84"
4124103,Santo Antônio da Platina,PR,geral,A,,"R$ 193.676.414,61","R$ 16.139.701,22","0,00%","1,00%","R$ 1.936.764,15","1,00%","R$ 1.936.764,15"
4210100,Mafra,SC,Geral,,,"R$ 325.569.870,30","R$ 27.130.822,53","0,00%","1,00%","R$ 3.255.698,70","1,00%","R$ 3.255.698,70"
4128302,Uniflor,PR,geral,A,,"R$ 25.786.486,05","R$ 2.148.873,84","0,00%","1,00%","R$ 257.864,86","1,00%","R$ 257.864,86"
4122503,Roncador,PR,especial,A,"1,17%","R$ 70.463.476,04","R$ 5.871.956,34","0,00%","1,00%","R$ 704.634,76","1,00%","R$ 704.634,76"
4117305,Ortigueira,PR,geral,A,,"R$ 227.373.042,53","R$ 18.947.753,54","0,00%","1,00%","R$ 2.273.730,43","1,00%","R$ 2.273.730,43"
4116604,Nova América da Colina,PR,especial,n.e.,1%,"R$ 20.408.391,49","R$ 1.700.699,29","0,00%","1,00%","R$ 204.083,91","1,00%","R$ 204.083,91"
4103206,Bom Sucesso,PR,especial,n.d.,"1,65%","R$ 43.656.787,90","R$ 3.638.065,66","0,00%","1,00%","R$ 436.567,88","1,00%","R$ 436.567,88"
4102000,Assis Chateaubriand,PR,geral,A,,"R$ 194.053.767,83","R$ 16.171.147,32","0,00%","1,00%","R$ 1.940.537,68","1,00%","R$ 1.940.537,68"
4104006,Campina da Lagoa,PR,geral,A,,"R$ 86.196.223,01","R$ 7.183.018,58","0,00%","1,00%","R$ 861.962,23","1,00%","R$ 861.962,23"
4103958,Campina Grande do Sul,PR,geral,n.d.,,"R$ 260.249.247,54","R$ 21.687.437,30","0,00%","1,00%","R$ 2.602.492,48","1,00%","R$ 2.602.492,48"
4205555,Frei Rogério,SC,Geral,,,"R$ 32.383.740,80","R$ 2.698.645,07","0,00%","1,00%","R$ 323.837,41","1,00%","R$ 323.837,41"
4205407,Florianópolis,SC,Especial,,"1,45%","R$ 3.658.646.416,00","R$ 304.887.201,33","0,00%","1,00%","R$ 36.586.464,16","1,00%","R$ 36.586.464,16"
4205100,Dona Emma,SC,Geral,,,"R$ 39.838.300,26","R$ 3.319.858,36","0,00%","1,00%","R$ 398.383,00","1,00%","R$ 398.383,00"
4127601,Tijucas do Sul,PR,especial,A,"1,01%","R$ 113.627.894,21","R$ 9.468.991,18","0,00%","1,00%","R$ 1.136.278,94","1,00%","R$ 1.136.278,94"
4128625,Alto Paraíso,PR,geral,B,,"R$ 42.352.228,83","R$ 3.529.352,40","0,00%","1,00%","R$ 423.522,29","1,00%","R$ 423.522,29"
4100806,Alvorada do Sul,PR,geral,A,,"R$ 76.751.456,80","R$ 6.395.954,73","0,00%","1,00%","R$ 767.514,57","1,00%","R$ 767.514,57"
4116109,Moreira Sales,PR,especial,C,1%,"R$ 63.246.833,62","R$ 5.270.569,47","0,00%","1,00%","R$ 632.468,34","1,00%","R$ 632.468,34"
4200051,Abdon Batista,SC,Geral,,,"R$ 43.174.607,35","R$ 3.597.883,95","0,00%","1,00%","R$ 431.746,07","1,00%","R$ 431.746,07"
4114401,Mangueirinha,PR,especial,B,1%,"R$ 139.496.072,45","R$ 11.624.672,70","0,00%","1,00%","R$ 1.394.960,72","1,00%","R$ 1.394.960,72"
4120507,Primeiro de Maio,PR,especial,A,"1,21%","R$ 67.050.412,30","R$ 5.587.534,36","0,00%","1,00%","R$ 670.504,12","1,00%","R$ 670.504,12"
4114302,Mandirituba,PR,especial,C,1%,"R$ 120.234.873,63","R$ 10.019.572,80","0,00%","1,00%","R$ 1.202.348,74","1,00%","R$ 1.202.348,74"
4102802,Bela Vista do Paraíso,PR,geral,n.d.,,"R$ 84.278.644,38","R$ 7.023.220,37","0,00%","1,00%","R$ 842.786,44","1,00%","R$ 842.786,44"
4211058,Monte Carlo,SC,Geral,,,"R$ 61.139.184,50","R$ 5.094.932,04","0,00%","1,00%","R$ 611.391,85","1,00%","R$ 611.391,85"
4207007,Içara,SC,Especial,,1%,"R$ 355.289.337,80","R$ 29.607.444,82","0,00%","1,00%","R$ 3.552.893,38","1,00%","R$ 3.552.893,38"
4217808,Taió,SC,Especial,,1%,"R$ 131.407.741,10","R$ 10.950.645,09","0,00%","1,00%","R$ 1.314.077,41","1,00%","R$ 1.314.077,41"
4106001,Congonhinhas,PR,especial,C,1%,"R$ 51.083.195,29","R$ 4.256.932,94","0,00%","1,00%","R$ 510.831,95","1,00%","R$ 510.831,95"
4112009,Jaguariaíva,PR,especial,A,1%,"R$ 196.038.559,84","R$ 16.336.546,65","0,00%","1,00%","R$ 1.960.385,60","1,00%","R$ 1.960.385,60"
4106407,Cornélio Procópio,PR,geral,C,,"R$ 220.611.656,30","R$ 18.384.304,69","0,00%","1,00%","R$ 2.206.116,56","1,00%","R$ 2.206.116,56"
4112306,Japira,PR,especial,B,"1,05%","R$ 35.014.698,93","R$ 2.917.891,58","0,00%","1,00%","R$ 350.146,99","1,00%","R$ 350.146,99"
4106803,Cruz Machado,PR,geral,C,,"R$ 100.459.321,46","R$ 8.371.610,12","0,00%","1,00%","R$ 1.004.593,21","1,00%","R$ 1.004.593,21"
4213401,Ponte Serrada,SC,Especial,,1%,"R$ 66.372.129,61","R$ 5.531.010,80","0,00%","1,00%","R$ 663.721,30","1,00%","R$ 663.721,30"
4119707,Planaltina do Paraná,PR,geral,B,,"R$ 35.964.553,55","R$ 2.997.046,13","0,00%","1,00%","R$ 359.645,54","1,00%","R$ 359.645,54"
4211108,Monte Castelo,SC,Geral,,,"R$ 56.627.906,56","R$ 4.718.992,21","0,00%","1,00%","R$ 566.279,07","1,00%","R$ 566.279,07"
4122651,Rosário do Ivaí,PR,especial,A,"1,27%","R$ 36.101.502,19","R$ 3.008.458,52","0,00%","1,00%","R$ 361.015,02","1,00%","R$ 361.015,02"
4201000,Anita Garibaldi,SC,Geral,,,"R$ 58.447.270,36","R$ 4.870.605,86","0,00%","1,00%","R$ 584.472,70","1,00%","R$ 584.472,70"
4218301,Três Barras,SC,Especial,,1%,"R$ 166.240.025,50","R$ 13.853.335,46","0,00%","1,00%","R$ 1.662.400,26","1,00%","R$ 1.662.400,26"
4214201,Quilombo,SC,Geral,,,"R$ 85.303.033,82","R$ 7.108.586,15","0,00%","1,00%","R$ 853.030,34","1,00%","R$ 853.030,34"
4108908,Guairaçá,PR,geral,C,,"R$ 41.374.100,00","R$ 0,00","0,00%","1,00%","R$ 413.741,00","1,00%","R$ 413.741,00"
4102406,Bandeirantes,PR,especial,A,1%,"R$ 139.746.979,77","R$ 11.645.581,65","0,00%","1,00%","R$ 1.397.469,80","1,00%","R$ 1.397.469,80"
4203808,Canoinhas,SC,Especial,,5%,"R$ 299.848.970,80","R$ 24.987.414,23","0,00%","1,00%","R$ 2.998.489,71","1,00%","R$ 2.998.489,71"
4103701,Cambé,PR,geral,A,,"R$ 453.318.395,76","R$ 37.776.532,98","0,00%","1,00%","R$ 4.533.183,96","1,00%","R$ 4.533.183,96"
4122909,Salto do Itararé,PR,especial,n.d.,1%,"R$ 39.524.035,67","R$ 3.293.669,64","0,00%","1,00%","R$ 395.240,36","1,00%","R$ 395.240,36"
4126504,Sertanópolis,PR,especial,A,1%,"R$ 107.978.124,03","R$ 8.998.177,00","0,00%","1,00%","R$ 1.079.781,24","1,00%","R$ 1.079.781,24"
4121406,Realeza,PR,geral,n.d.,,"R$ 91.233.098,97","R$ 7.602.758,25","0,00%","1,00%","R$ 912.330,99","1,00%","R$ 912.330,99"
4105102,Centenário do Sul,PR,especial,n.d.,1%,"R$ 62.399.529,60","R$ 5.199.960,80","0,00%","1,00%","R$ 623.995,30","1,00%","R$ 623.995,30"
4103602,Cambará,PR,especial,A,"1,02%","R$ 115.126.259,19","R$ 9.593.854,93","0,00%","1,00%","R$ 1.151.262,59","1,00%","R$ 1.151.262,59"
4206207,Gravatal,SC,Especial,,"1,04%","R$ 69.314.651,94","R$ 5.776.221,00","0,00%","1,00%","R$ 693.146,52","1,00%","R$ 693.146,52"
4207205,Imaruí,SC,Geral,,,"R$ 63.085.783,00","R$ 5.257.148,58","0,00%","1,00%","R$ 630.857,83","1,00%","R$ 630.857,83"
4102703,Barra do Jacaré,PR,especial,A,"1,11%","R$ 31.077.697,89","R$ 2.589.808,16","0,00%","1,00%","R$ 310.776,98","1,00%","R$ 310.776,98"
4125704,São Miguel do Iguaçu,PR,geral,A,,"R$ 233.114.346,80","R$ 19.426.195,57","0,00%","1,00%","R$ 2.331.143,47","1,00%","R$ 2.331.143,47"
4119657,Pitangueiras,PR,geral,A,,"R$ 31.739.195,71","R$ 2.644.932,98","0,00%","1,00%","R$ 317.391,96","1,00%","R$ 317.391,96"
4120903,Quedas do Iguaçu,PR,geral,C,,"R$ 163.455.588,04","R$ 13.621.299,00","0,00%","1,00%","R$ 1.634.555,88","1,00%","R$ 1.634.555,88"
4119954,Pontal do Paraná,PR,geral,n.d.,,"R$ 202.945.822,18","R$ 16.912.151,85","0,00%","1,00%","R$ 2.029.458,22","1,00%","R$ 2.029.458,22"
4124301,Santo Antônio do Paraíso,PR,geral,A,,"R$ 32.135.858,58","R$ 2.677.988,22","0,00%","1,00%","R$ 321.358,59","1,00%","R$ 321.358,59"
4115408,Marmeleiro,PR,geral,n.e.,,"R$ 93.808.309,25","R$ 7.817.359,10","0,00%","1,00%","R$ 938.083,09","1,00%","R$ 938.083,09"
4104907,Castro,PR,especial,A,1%,"R$ 431.190.712,50","R$ 35.932.559,38","0,00%","1,00%","R$ 4.311.907,13","1,00%","R$ 4.311.907,13"
4105607,Cidade Gaúcha,PR,especial,n.e.,1%,"R$ 67.303.097,49","R$ 5.608.591,46","0,00%","1,00%","R$ 673.030,97","1,00%","R$ 673.030,97"
4205902,Gaspar,SC,Geral,,,"R$ 444.005.422,40","R$ 37.000.451,87","0,00%","1,00%","R$ 4.440.054,22","1,00%","R$ 4.440.054,22"
4215075,Riqueza,SC,Geral,,,"R$ 39.166.679,37","R$ 3.263.889,95","0,00%","1,00%","R$ 391.666,79","1,00%","R$ 391.666,79"
4106506,Coronel Vivida,PR,especial,n.d.,1%,"R$ 129.353.495,80","R$ 10.779.457,98","0,00%","1,00%","R$ 1.293.534,96","1,00%","R$ 1.293.534,96"
4204178,Cerro Negro,SC,Geral,,,"R$ 33.634.393,19","R$ 2.802.866,10","0,00%","1,00%","R$ 336.343,93","1,00%","R$ 336.343,93"
4125803,São Pedro do Ivaí,PR,especial,n.d.,1%,"R$ 52.469.008,79","R$ 4.372.417,40","0,00%","1,00%","R$ 524.690,09","1,00%","R$ 524.690,09"
4200101,Abelardo Luz,SC,Especial,,1%,"R$ 136.991.842,10","R$ 11.415.986,84","0,00%","1,00%","R$ 1.369.918,42","1,00%","R$ 1.369.918,42"
4125506,São José dos Pinhais,PR,geral,A,,"R$ 1.902.540.266,69","R$ 158.545.022,22","0,00%","1,00%","R$ 19.025.402,67","1,00%","R$ 19.025.402,67"
4104659,Carambeí,PR,geral,A,,"R$ 161.497.413,80","R$ 13.458.117,82","0,00%","1,00%","R$ 1.614.974,14","1,00%","R$ 1.614.974,14"
4118402,Paranavaí,PR,geral,A,,"R$ 429.752.291,74","R$ 35.812.690,98","0,00%","1,00%","R$ 4.297.522,92","1,00%","R$ 4.297.522,92"
4107801,Floraí,PR,geral,A,,"R$ 39.774.151,05","R$ 3.314.512,59","0,00%","1,00%","R$ 397.741,51","1,00%","R$ 397.741,51"
4205001,Dionísio Cerqueira,SC,Geral,,,"R$ 103.739.709,10","R$ 8.644.975,76","0,00%","1,00%","R$ 1.037.397,09","1,00%","R$ 1.037.397,09"
4112108,Jandaia do Sul,PR,geral,C,,"R$ 105.354.273,61","R$ 8.779.522,80","0,00%","1,00%","R$ 1.053.542,74","1,00%","R$ 1.053.542,74"
4108551,Godoy Moreira,PR,geral,A,,"R$ 28.102.509,83","R$ 2.341.875,82","0,00%","1,00%","R$ 281.025,10","1,00%","R$ 281.025,10"
4202008,Balneário Camboriú,SC,Geral,,,"R$ 1.801.448.457,00","R$ 150.120.704,75","0,00%","1,00%","R$ 18.014.484,57","1,00%","R$ 18.014.484,57"
4122404,Rolândia,PR,geral,n.d.,,"R$ 360.191.656,14","R$ 30.015.971,35","0,00%","1,00%","R$ 3.601.916,56","1,00%","R$ 3.601.916,56"
4126801,Tapejara,PR,geral,C,,"R$ 89.276.439,42","R$ 7.439.703,29","0,00%","1,00%","R$ 892.764,39","1,00%","R$ 892.764,39"
4101101,Andirá,PR,especial,A,1%,"R$ 111.780.688,44","R$ 9.315.057,37","0,00%","1,00%","R$ 1.117.806,88","1,00%","R$ 1.117.806,88"
4104451,Cantagalo,PR,especial,n.e.,1%,"R$ 63.094.526,93","R$ 5.257.877,24","0,00%","1,00%","R$ 630.945,27","1,00%","R$ 630.945,27"
4219705,Xaxim,SC,Geral,,,"R$ 195.175.946,30","R$ 16.264.662,19","0,00%","1,00%","R$ 1.951.759,46","1,00%","R$ 1.951.759,46"
4113106,Kaloré,PR,especial,n.d.,1%,"R$ 37.104.176,10","R$ 3.092.014,68","0,00%","1,00%","R$ 371.041,76","1,00%","R$ 371.041,76"
4110003,Iguaraçu,PR,geral,n.d.,,"R$ 49.563.214,49","R$ 4.130.267,87","0,00%","1,00%","R$ 495.632,14","1,00%","R$ 495.632,14"
4209409,Laguna,SC,Geral,,,"R$ 202.460.241,70","R$ 16.871.686,81","0,00%","1,00%","R$ 2.024.602,42","1,00%","R$ 2.024.602,42"
4126603,Siqueira Campos,PR,geral,B,,"R$ 108.602.223,20","R$ 9.050.185,27","0,00%","1,00%","R$ 1.086.022,23","1,00%","R$ 1.086.022,23"
4110300,Inajá,PR,geral,n.e.,,"R$ 27.578.889,33","R$ 2.298.240,78","0,00%","1,00%","R$ 275.788,89","1,00%","R$ 275.788,89"
4113809,Lupionópolis,PR,geral,B,,"R$ 37.738.645,53","R$ 3.144.887,13","0,00%","1,00%","R$ 377.386,46","1,00%","R$ 377.386,46"
4208302,Itapema,SC,Geral,,,"R$ 657.076.085,50","R$ 54.756.340,46","0,00%","1,00%","R$ 6.570.760,86","1,00%","R$ 6.570.760,86"
4201703,Ascurra,SC,Geral,,,"R$ 50.336.695,31","R$ 4.194.724,61","0,00%","1,00%","R$ 503.366,95","1,00%","R$ 503.366,95"
4120606,Prudentópolis,PR,geral,B,,"R$ 213.374.676,26","R$ 17.781.223,02","0,00%","1,00%","R$ 2.133.746,76","1,00%","R$ 2.133.746,76"
